,PR Number,Author,Created Time,Merged,Time to Merge (hours),Maintainer Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,753,2d6,2022-01-31T18:33:42Z,FALSE,0,"[{'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1026279434', 'html_url': 'https://github.com/talonhub/community/pull/753#issuecomment-1026279434', 'issue_url': 'https://api.github.com/repos/talonhub/community/issues/753', 'id': 1026279434, 'node_id': 'IC_kwDODlDwxc49K8gK', 'user': {'login': 'rntz', 'id': 16143, 'node_id': 'MDQ6VXNlcjE2MTQz', 'avatar_url': 'https://avatars.githubusercontent.com/u/16143?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rntz', 'html_url': 'https://github.com/rntz', 'followers_url': 'https://api.github.com/users/rntz/followers', 'following_url': 'https://api.github.com/users/rntz/following{/other_user}', 'gists_url': 'https://api.github.com/users/rntz/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rntz/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rntz/subscriptions', 'organizations_url': 'https://api.github.com/users/rntz/orgs', 'repos_url': 'https://api.github.com/users/rntz/repos', 'events_url': 'https://api.github.com/users/rntz/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rntz/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}, 'created_at': '2022-01-31T22:33:11Z', 'updated_at': '2022-01-31T22:33:11Z', 'body': 'This collides with the ""sentence"" prose formatter, unfortunately, so it would become ambiguous which one the command ""sentence hello period goodbye"" would use - which is bad, because they have different behaviors wrt punctuation. I\'m going to close this PR but feel free to reopen/open an issue if you want to either (a) rename your formatter or (b) solve the problem some other way.', 'author_association': 'COLLABORATOR', 'pin': None, 'reactions': {'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1026279434/reactions', 'total_count': 1, '+1': 1, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}, 'performed_via_github_app': None}, {'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1026534575', 'html_url': 'https://github.com/talonhub/community/pull/753#issuecomment-1026534575', 'issue_url': 'https://api.github.com/repos/talonhub/community/issues/753', 'id': 1026534575, 'node_id': 'IC_kwDODlDwxc49L6yv', 'user': {'login': 'AndreasArvidsson', 'id': 3511326, 'node_id': 'MDQ6VXNlcjM1MTEzMjY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/3511326?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/AndreasArvidsson', 'html_url': 'https://github.com/AndreasArvidsson', 'followers_url': 'https://api.github.com/users/AndreasArvidsson/followers', 'following_url': 'https://api.github.com/users/AndreasArvidsson/following{/other_user}', 'gists_url': 'https://api.github.com/users/AndreasArvidsson/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/AndreasArvidsson/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/AndreasArvidsson/subscriptions', 'organizations_url': 'https://api.github.com/users/AndreasArvidsson/orgs', 'repos_url': 'https://api.github.com/users/AndreasArvidsson/repos', 'events_url': 'https://api.github.com/users/AndreasArvidsson/events{/privacy}', 'received_events_url': 'https://api.github.com/users/AndreasArvidsson/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}, 'created_at': '2022-02-01T07:05:47Z', 'updated_at': '2022-02-01T07:05:47Z', 'body': 'You might draw some inspiration from my word formatters\r\n\r\nhttps://github.com/AndreasArvidsson/andreas-talon/blob/26ad3f9e46236357d771b8a743e2899d9ab18b60/text/formatters.py#L71', 'author_association': 'COLLABORATOR', 'pin': None, 'reactions': {'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1026534575/reactions', 'total_count': 1, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 1, 'rocket': 0, 'eyes': 0}, 'performed_via_github_app': None}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,796,2d6,2022-03-06T13:00:52Z,TRUE,146.11,"[{'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1060051918', 'html_url': 'https://github.com/talonhub/community/pull/796#issuecomment-1060051918', 'issue_url': 'https://api.github.com/repos/talonhub/community/issues/796', 'id': 1060051918, 'node_id': 'IC_kwDODlDwxc4_LxvO', 'user': {'login': 'splondike', 'id': 113718, 'node_id': 'MDQ6VXNlcjExMzcxOA==', 'avatar_url': 'https://avatars.githubusercontent.com/u/113718?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/splondike', 'html_url': 'https://github.com/splondike', 'followers_url': 'https://api.github.com/users/splondike/followers', 'following_url': 'https://api.github.com/users/splondike/following{/other_user}', 'gists_url': 'https://api.github.com/users/splondike/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/splondike/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/splondike/subscriptions', 'organizations_url': 'https://api.github.com/users/splondike/orgs', 'repos_url': 'https://api.github.com/users/splondike/repos', 'events_url': 'https://api.github.com/users/splondike/events{/privacy}', 'received_events_url': 'https://api.github.com/users/splondike/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}, 'created_at': '2022-03-06T22:30:14Z', 'updated_at': '2022-03-06T22:30:14Z', 'body': '@SCdF Happy to lose that enter press after the else statement?', 'author_association': 'COLLABORATOR', 'pin': None, 'reactions': {'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1060051918/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}, 'performed_via_github_app': None}, {'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1063571125', 'html_url': 'https://github.com/talonhub/community/pull/796#issuecomment-1063571125', 'issue_url': 'https://api.github.com/repos/talonhub/community/issues/796', 'id': 1063571125, 'node_id': 'IC_kwDODlDwxc4_ZM61', 'user': {'login': 'splondike', 'id': 113718, 'node_id': 'MDQ6VXNlcjExMzcxOA==', 'avatar_url': 'https://avatars.githubusercontent.com/u/113718?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/splondike', 'html_url': 'https://github.com/splondike', 'followers_url': 'https://api.github.com/users/splondike/followers', 'following_url': 'https://api.github.com/users/splondike/following{/other_user}', 'gists_url': 'https://api.github.com/users/splondike/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/splondike/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/splondike/subscriptions', 'organizations_url': 'https://api.github.com/users/splondike/orgs', 'repos_url': 'https://api.github.com/users/splondike/repos', 'events_url': 'https://api.github.com/users/splondike/events{/privacy}', 'received_events_url': 'https://api.github.com/users/splondike/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}, 'created_at': '2022-03-10T01:51:20Z', 'updated_at': '2022-03-10T01:51:20Z', 'body': ""Yeah, you can replace the auto_inserts with insert to be a little more correct IMO, good memory!\r\n\r\nFor the SBT stuff it sounds like maybe that should be a different language (and probably a different PR)? You could do something like has been done with typescript/javascript perhaps. Activate the user.scala tag from the sbt language and then override some select things (e.g. op assign -> ':=')."", 'author_association': 'COLLABORATOR', 'pin': None, 'reactions': {'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1063571125/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}, 'performed_via_github_app': None}, {'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1065898986', 'html_url': 'https://github.com/talonhub/community/pull/796#issuecomment-1065898986', 'issue_url': 'https://api.github.com/repos/talonhub/community/issues/796', 'id': 1065898986, 'node_id': 'IC_kwDODlDwxc4_iFPq', 'user': {'login': 'rntz', 'id': 16143, 'node_id': 'MDQ6VXNlcjE2MTQz', 'avatar_url': 'https://avatars.githubusercontent.com/u/16143?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rntz', 'html_url': 'https://github.com/rntz', 'followers_url': 'https://api.github.com/users/rntz/followers', 'following_url': 'https://api.github.com/users/rntz/following{/other_user}', 'gists_url': 'https://api.github.com/users/rntz/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rntz/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rntz/subscriptions', 'organizations_url': 'https://api.github.com/users/rntz/orgs', 'repos_url': 'https://api.github.com/users/rntz/repos', 'events_url': 'https://api.github.com/users/rntz/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rntz/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}, 'created_at': '2022-03-12T15:07:05Z', 'updated_at': '2022-03-12T15:07:05Z', 'body': ""I'm just going to merge this, if you want to address any further concerns such as the short type or the comments I left then just make another PR."", 'author_association': 'COLLABORATOR', 'pin': None, 'reactions': {'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1065898986/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}, 'performed_via_github_app': None}, {'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1065899303', 'html_url': 'https://github.com/talonhub/community/pull/796#issuecomment-1065899303', 'issue_url': 'https://api.github.com/repos/talonhub/community/issues/796', 'id': 1065899303, 'node_id': 'IC_kwDODlDwxc4_iFUn', 'user': {'login': 'rntz', 'id': 16143, 'node_id': 'MDQ6VXNlcjE2MTQz', 'avatar_url': 'https://avatars.githubusercontent.com/u/16143?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rntz', 'html_url': 'https://github.com/rntz', 'followers_url': 'https://api.github.com/users/rntz/followers', 'following_url': 'https://api.github.com/users/rntz/following{/other_user}', 'gists_url': 'https://api.github.com/users/rntz/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rntz/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rntz/subscriptions', 'organizations_url': 'https://api.github.com/users/rntz/orgs', 'repos_url': 'https://api.github.com/users/rntz/repos', 'events_url': 'https://api.github.com/users/rntz/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rntz/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}, 'created_at': '2022-03-12T15:08:53Z', 'updated_at': '2022-03-12T15:08:53Z', 'body': 'oh wow, looks like you got to my concerns before I merged : )', 'author_association': 'COLLABORATOR', 'pin': None, 'reactions': {'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1065899303/reactions', 'total_count': 1, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 1, 'eyes': 0}, 'performed_via_github_app': None}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,795,2d6,2022-03-06T12:29:43Z,TRUE,10.03,"[{'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1060052106', 'html_url': 'https://github.com/talonhub/community/pull/795#issuecomment-1060052106', 'issue_url': 'https://api.github.com/repos/talonhub/community/issues/795', 'id': 1060052106, 'node_id': 'IC_kwDODlDwxc4_LxyK', 'user': {'login': 'splondike', 'id': 113718, 'node_id': 'MDQ6VXNlcjExMzcxOA==', 'avatar_url': 'https://avatars.githubusercontent.com/u/113718?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/splondike', 'html_url': 'https://github.com/splondike', 'followers_url': 'https://api.github.com/users/splondike/followers', 'following_url': 'https://api.github.com/users/splondike/following{/other_user}', 'gists_url': 'https://api.github.com/users/splondike/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/splondike/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/splondike/subscriptions', 'organizations_url': 'https://api.github.com/users/splondike/orgs', 'repos_url': 'https://api.github.com/users/splondike/repos', 'events_url': 'https://api.github.com/users/splondike/events{/privacy}', 'received_events_url': 'https://api.github.com/users/splondike/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}, 'created_at': '2022-03-06T22:31:21Z', 'updated_at': '2022-03-06T22:31:21Z', 'body': 'Thanks!', 'author_association': 'COLLABORATOR', 'pin': None, 'reactions': {'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1060052106/reactions', 'total_count': 0, '+1': 0, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}, 'performed_via_github_app': None}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,756,2d6,2022-02-04T14:12:39Z,TRUE,58.68,"[{'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1030521251', 'html_url': 'https://github.com/talonhub/community/pull/756#issuecomment-1030521251', 'issue_url': 'https://api.github.com/repos/talonhub/community/issues/756', 'id': 1030521251, 'node_id': 'IC_kwDODlDwxc49bIGj', 'user': {'login': 'splondike', 'id': 113718, 'node_id': 'MDQ6VXNlcjExMzcxOA==', 'avatar_url': 'https://avatars.githubusercontent.com/u/113718?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/splondike', 'html_url': 'https://github.com/splondike', 'followers_url': 'https://api.github.com/users/splondike/followers', 'following_url': 'https://api.github.com/users/splondike/following{/other_user}', 'gists_url': 'https://api.github.com/users/splondike/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/splondike/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/splondike/subscriptions', 'organizations_url': 'https://api.github.com/users/splondike/orgs', 'repos_url': 'https://api.github.com/users/splondike/repos', 'events_url': 'https://api.github.com/users/splondike/events{/privacy}', 'received_events_url': 'https://api.github.com/users/splondike/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False}, 'created_at': '2022-02-05T04:23:09Z', 'updated_at': '2022-02-05T04:23:09Z', 'body': ""Looks good to me. I think the only thing might be to change back to docstrings on the list to the plural. I'm not sure using the singular there reads that well."", 'author_association': 'COLLABORATOR', 'pin': None, 'reactions': {'url': 'https://api.github.com/repos/talonhub/community/issues/comments/1030521251/reactions', 'total_count': 1, '+1': 1, '-1': 0, 'laugh': 0, 'hooray': 0, 'confused': 0, 'heart': 0, 'rocket': 0, 'eyes': 0}, 'performed_via_github_app': None}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
